wall_time,step,original_prob,summary_prob,recon_loss_init_epoch,recon_loss_epoch,prior_loss_epoch,gen_loss_epoch,e_loss_epoch,d_loss_epoch,c_original_loss_epoch,c_summary_loss_epoch,sparsity_loss_epoch,actor_loss_epoch,critic_loss_epoch,reward_epoch
1629270194.6118248,0,0.5061292052268982,0.5065352916717529,0.7411267161369324,0.10430337488651276,30.88982582092285,0.24341550469398499,0.7749106287956238,0.008692972362041473,0.0060951318591833115,0.006421387195587158,6.526224296976579e-06,0.4021170139312744,0.5226690769195557,0.8474685549736023
1629270196.4964933,1,0.5062056183815002,0.5063549280166626,0.7370287775993347,0.1053687259554863,30.753437042236328,0.24355652928352356,0.771464467048645,0.008723131380975246,0.006094529293477535,0.006415245123207569,0.00020946333825122565,0.39982783794403076,0.518153190612793,0.8454448580741882
1629270197.3329203,2,0.5064218044281006,0.507865309715271,0.727257251739502,0.10312662273645401,30.619104385375977,0.24360480904579163,0.768065869808197,0.008668285794556141,0.0060936687514185905,0.006411760579794645,0.0001938008499564603,0.3876480758190155,0.494549423456192,0.8364726305007935
1629270198.4892898,3,0.5062121152877808,0.5058468580245972,0.7177338004112244,0.10341991484165192,30.4847412109375,0.24355140328407288,0.7647266387939453,0.008674281649291515,0.006092860829085112,0.0064064995385706425,0.00010791119711939245,0.39205288887023926,0.5016103982925415,0.8417872786521912
1629270199.4917436,4,0.5063616037368774,0.5072199106216431,0.7096125483512878,0.10254915058612823,30.349584579467773,0.24387025833129883,0.7613112926483154,0.008660485967993736,0.0060920724645257,0.0064086951315402985,8.140821591950953e-06,0.38081565499305725,0.4752766788005829,0.8278902173042297
1629270202.1884823,5,0.5063702464103699,0.5074129104614258,0.7022066116333008,0.10135450214147568,30.210779190063477,0.2437882423400879,0.7578374743461609,0.008628569543361664,0.006091475486755371,0.006403619889169931,4.5529082854045555e-05,0.3866518437862396,0.48915815353393555,0.8410572409629822
1629270203.577962,6,0.5065281391143799,0.5063719153404236,0.6953404545783997,0.1031588688492775,30.06659507751465,0.24393296241760254,0.7542069554328918,0.008677296340465546,0.006090994458645582,0.006404598709195852,3.5311823012307286e-05,0.38076791167259216,0.4810861051082611,0.8393751978874207
1629270204.6910324,7,0.506211519241333,0.506447970867157,0.6888989210128784,0.10208755731582642,29.915802001953125,0.24404950439929962,0.7504112124443054,0.008653426542878151,0.0060906256549060345,0.006401875056326389,6.258450866880594e-06,0.39684662222862244,0.5162896513938904,0.869083046913147
1629270205.493472,8,0.5065575838088989,0.5063252449035645,0.6834011673927307,0.10110699385404587,29.756799697875977,0.2441834956407547,0.7464116811752319,0.008632263168692589,0.006090301554650068,0.00639596302062273,1.2275539120309986e-05,0.37912899255752563,0.4810291826725006,0.8474549651145935
1629270206.1354113,9,0.5059270262718201,0.5060458183288574,0.6785382628440857,0.09993059933185577,29.58396339416504,0.24438197910785675,0.7421011328697205,0.008607814088463783,0.00609001936390996,0.00639513460919261,8.603278729424346e-06,0.36574220657348633,0.4509415626525879,0.8303083777427673
1629270206.970005,10,0.5060728788375854,0.5076758861541748,0.6742069125175476,0.09858401119709015,29.403427124023438,0.2443525791168213,0.7375466823577881,0.00857341568917036,0.006089755333960056,0.006395841483026743,2.8776937597285723e-06,0.35744163393974304,0.44174066185951233,0.8302774429321289
1629270208.6427066,11,0.5061699151992798,0.5070390105247498,0.6703386902809143,0.09928258508443832,29.2047176361084,0.24449697136878967,0.7325788140296936,0.00859448965638876,0.0060895211063325405,0.006389159243553877,1.4491192814602982e-05,0.3554871678352356,0.4329597055912018,0.8259651064872742
1629270211.6017137,12,0.5062541961669922,0.5059416890144348,0.6669588088989258,0.09868880361318588,28.98573112487793,0.24450071156024933,0.7271217703819275,0.00857973750680685,0.0060893697664141655,0.006391295697540045,8.498244824295398e-06,0.3647707402706146,0.45108744502067566,0.8484078645706177
1629270212.336374,13,0.506443977355957,0.5068256855010986,0.6640604138374329,0.09924725443124771,28.74603271484375,0.2446860820055008,0.7211136817932129,0.008598334155976772,0.006089242175221443,0.006387590896338224,1.4911890502844471e-05,0.3648788332939148,0.45613113045692444,0.8563377261161804
1629270213.4132738,14,0.5061041712760925,0.5064995288848877,0.6613002419471741,0.0989217609167099,28.48939323425293,0.24468110501766205,0.7147275805473328,0.008590071462094784,0.006089100614190102,0.006383039057254791,1.8831546185538173e-05,0.3543318808078766,0.4316740036010742,0.8438917994499207
1629270216.5579088,15,0.5060971975326538,0.5073074698448181,0.6588277816772461,0.0971641093492508,28.195653915405273,0.24481172859668732,0.7073594927787781,0.008549396879971027,0.006088969763368368,0.006379806436598301,6.616581231355667e-06,0.3626982867717743,0.44878360629081726,0.8617270588874817
1629270218.6201427,16,0.5064086318016052,0.5071488618850708,0.6567770838737488,0.09954120218753815,27.866186141967773,0.2447754442691803,0.6991060376167297,0.008607915602624416,0.006088813301175833,0.006380207370966673,1.820173201849684e-05,0.33324775099754333,0.39389294385910034,0.8295349478721619
1629270219.956717,17,0.5061402320861816,0.5065040588378906,0.655329167842865,0.10066177695989609,27.488418579101562,0.24492044746875763,0.689635694026947,0.008639555424451828,0.006088707596063614,0.006382109131664038,2.6318206437281333e-05,0.3334236443042755,0.39574503898620605,0.8391648530960083
1629270221.2794135,18,0.5062777400016785,0.5063145160675049,0.6541275978088379,0.09829427301883698,27.0683536529541,0.24478855729103088,0.6791558861732483,0.008577071130275726,0.006088645663112402,0.0063772345893085,2.078976649499964e-05,0.3313271999359131,0.3932817280292511,0.8473584055900574
1629270222.215288,19,0.5063298344612122,0.5071876645088196,0.6532894372940063,0.09752614051103592,26.556737899780273,0.24516330659389496,0.6663728952407837,0.008567236363887787,0.006088618654757738,0.0063789295963943005,4.00785347665078e-06,0.31999239325523376,0.37486958503723145,0.8420025110244751
1629270224.191984,20,0.5061889290809631,0.5073308944702148,0.6533026695251465,0.09899257868528366,26.00493812561035,0.24506495893001556,0.652606725692749,0.008601438254117966,0.006088615860790014,0.006378245539963245,2.1261777874315158e-05,0.3019144833087921,0.3488682210445404,0.8262519836425781
1629270225.3926988,21,0.5065454244613647,0.5061430335044861,0.6535860896110535,0.09980184584856033,25.323673248291016,0.24509473145008087,0.6355378031730652,0.00862241443246603,0.00608862517401576,0.006372369825839996,3.287360232206993e-05,0.3163008987903595,0.36786720156669617,0.8582903146743774
1629270229.5227447,22,0.5062670111656189,0.5072638392448425,0.6544715762138367,0.10142530500888824,24.494308471679688,0.24510259926319122,0.6148324012756348,0.008663197979331017,0.0060886419378221035,0.006375979166477919,3.352904604980722e-05,0.2728804051876068,0.30100032687187195,0.8143861889839172
1629270230.5692067,23,0.5063509345054626,0.5066635608673096,0.6558413505554199,0.10245168209075928,23.488035202026367,0.24525272846221924,0.5896819829940796,0.008692610077559948,0.006088661961257458,0.006371650844812393,2.3734532078378834e-05,0.28564661741256714,0.32606321573257446,0.8498973250389099
1629270231.8450952,24,0.5062082409858704,0.50751793384552,0.6581413149833679,0.10761796683073044,22.20633316040039,0.2453448325395584,0.5577507019042969,0.008824069984257221,0.006088677793741226,0.006371975876390934,5.724952188757015e-06,0.2669091820716858,0.2971816062927246,0.8365365862846375
1629270232.8691084,25,0.5062734484672546,0.5070104598999023,0.6620780825614929,0.1195950135588646,20.601913452148438,0.24577634036540985,0.5177043080329895,0.009134284220635891,0.006088677328079939,0.006369164679199457,1.9549841454136185e-05,0.23786631226539612,0.2542818486690521,0.811882495880127
1629270234.279312,26,0.5063623189926147,0.5064745545387268,0.668520450592041,0.1412213295698166,18.931055068969727,0.24581539630889893,0.4761781692504883,0.009675919078290462,0.0060887145809829235,0.0063599455170333385,3.307409497210756e-05,0.22125159204006195,0.23264877498149872,0.8057905435562134
1629270235.3751996,27,0.5063174366950989,0.5060250163078308,0.6753125190734863,0.1568833291530609,18.49797248840332,0.24608369171619415,0.4659680426120758,0.010074174962937832,0.006088807713240385,0.006357858423143625,3.607306643971242e-05,0.2017960399389267,0.20152628421783447,0.7854278683662415
1629270236.2856214,28,0.5062186121940613,0.5063804984092712,0.6815239787101746,0.1639791876077652,18.779884338378906,0.24627470970153809,0.473356157541275,0.010256347246468067,0.006088942289352417,0.006351913791149855,2.9522963814088143e-05,0.18267230689525604,0.18644511699676514,0.7871065735816956
1629270240.3952267,29,0.5059964060783386,0.5070134997367859,0.6876369714736938,0.16051732003688812,18.156164169311523,0.24631570279598236,0.45787936449050903,0.010170824825763702,0.0060890973545610905,0.0063507892191410065,1.4198273674992379e-05,0.1610911339521408,0.16395071148872375,0.7798738479614258
1629270241.344434,30,0.5063536167144775,0.5070469975471497,0.6940039992332458,0.15584734082221985,16.704496383666992,0.2462817281484604,0.4215312600135803,0.010053226724267006,0.0060892715118825436,0.006346964742988348,9.440816938877106e-06,0.16436561942100525,0.1728447675704956,0.8166009783744812
1629270243.3292527,31,0.5061972737312317,0.5056328773498535,0.700218677520752,0.14414505660533905,14.881462097167969,0.246233269572258,0.37582632899284363,0.009759458713233471,0.006089431699365377,0.006353399250656366,2.184242293878924e-05,0.13378877937793732,0.1492302268743515,0.8035855293273926
1629270245.3579938,32,0.506080150604248,0.5056945085525513,0.70692378282547,0.13536855578422546,13.119094848632812,0.2460564374923706,0.3314954340457916,0.009535624645650387,0.006089604925364256,0.006358630955219269,2.301972381246742e-05,0.11143522709608078,0.13927748799324036,0.8125514984130859
1629270248.548988,33,0.5060580372810364,0.5070723295211792,0.714505136013031,0.12839572131633759,11.781623840332031,0.24608750641345978,0.2978338897228241,0.00936208013445139,0.006089798640459776,0.006363580469042063,1.319043349212734e-05,0.0813339427113533,0.11970453709363937,0.7990497946739197
1629270249.7967222,34,0.5064598917961121,0.5061259865760803,0.7230863571166992,0.12612563371658325,10.737078666687012,0.24580760300159454,0.2716161012649536,0.00929833110421896,0.006089981645345688,0.0063626752234995365,8.869580597092863e-06,0.06681602448225021,0.11466085910797119,0.8156320452690125
1629270252.130491,35,0.5061289668083191,0.5059343576431274,0.7326506972312927,0.12804460525512695,9.635289192199707,0.24583439528942108,0.24393697082996368,0.009346975944936275,0.006090205162763596,0.0063704089261591434,1.4328473298519384e-05,0.039136555045843124,0.10423450917005539,0.8110912442207336
1629270253.5527828,36,0.5065077543258667,0.5065147280693054,0.7453383803367615,0.1420827955007553,8.17911434173584,0.24566984176635742,0.20761017501354218,0.009693816304206848,0.006090501789003611,0.006365542765706778,1.5934371049297624e-06,0.005602689925581217,0.09399405866861343,0.8022956252098083
1629270257.175917,37,0.5062867403030396,0.5069701075553894,0.7553574442863464,0.14871634542942047,6.779266357421875,0.24555937945842743,0.17293265461921692,0.009856892749667168,0.006090793292969465,0.0063652354292571545,7.2725306381471455e-06,-0.039343733340501785,0.0951114222407341,0.7850419878959656
1629270257.9680905,38,0.506443202495575,0.5063294172286987,0.7588869333267212,0.13883724808692932,7.0315680503845215,0.24558809399604797,0.17938575148582458,0.009610633365809917,0.006091051269322634,0.006372160743921995,2.5818944777711295e-05,-0.05679568275809288,0.09959465265274048,0.8024606704711914
1629270259.8336656,39,0.5063062310218811,0.5069286227226257,0.7593035101890564,0.12524066865444183,5.595286846160889,0.24551764130592346,0.14323978126049042,0.009268958121538162,0.006091430317610502,0.006373503245413303,3.4311378840357065e-05,-0.06884893774986267,0.10245674848556519,0.8133364915847778
1629270336.4235027,40,0.5062997341156006,0.5073122978210449,0.7607478499412537,0.11992575228214264,4.6110100746154785,0.24552388489246368,0.11828775703907013,0.009136240929365158,0.006091898772865534,0.00637364387512207,2.6592799258651212e-05,-0.07268838584423065,0.11110939830541611,0.8376978039741516
1629270337.453651,41,0.5062357783317566,0.5062138438224792,0.7626087069511414,0.11878849565982819,4.229030132293701,0.24549758434295654,0.10864666849374771,0.009107152931392193,0.006092432886362076,0.006374706514179707,5.703308033844223e-06,-0.09670945256948471,0.11362149566411972,0.8132409453392029
1629270338.9521708,42,0.506196141242981,0.5060810446739197,0.7637899518013,0.11951825767755508,3.548398733139038,0.24539721012115479,0.09160766005516052,0.009122886694967747,0.006092966999858618,0.006375514902174473,2.2646896468359046e-05,-0.08999695628881454,0.11543716490268707,0.8325729370117188
1629270341.5271988,43,0.5061604380607605,0.5065869688987732,0.7615464329719543,0.1146845817565918,3.2340805530548096,0.2458101361989975,0.08372442424297333,0.009012368507683277,0.00609350623562932,0.006368070375174284,3.7771857023471966e-05,-0.10332796722650528,0.11755599081516266,0.8142053484916687
1629270343.7692616,44,0.5062171816825867,0.5072821378707886,0.7577683329582214,0.11033344268798828,2.8302953243255615,0.24553370475769043,0.0735856294631958,0.008896679617464542,0.006094044540077448,0.006366291549056768,4.2699368350440636e-05,-0.09825780987739563,0.11491604894399643,0.8183841705322266
1629270345.0348861,45,0.5063841938972473,0.5057294368743896,0.7529951333999634,0.10551085323095322,2.2704529762268066,0.24548819661140442,0.0594358928501606,0.008774976246058941,0.0060945916920900345,0.006370580289512873,3.7632646126439795e-05,-0.07923593372106552,0.1087731271982193,0.8377136588096619
1629270347.996687,46,0.506277322769165,0.5070849657058716,0.7487208247184753,0.10181637108325958,2.071439504623413,0.24567560851573944,0.05438122898340225,0.00868729967623949,0.006095138844102621,0.006367828231304884,2.0503253836068325e-05,-0.06049877405166626,0.10513534396886826,0.8512627482414246
1629270348.9291952,47,0.5065816640853882,0.5064619183540344,0.7448312044143677,0.10201530903577805,1.780331015586853,0.2457679957151413,0.047056227922439575,0.008694583550095558,0.006095654331147671,0.006368286907672882,1.312740187131567e-05,-0.07151223719120026,0.11031406372785568,0.8272671103477478
1629270350.2123916,48,0.5062294602394104,0.5064873099327087,0.7410089373588562,0.1018916592001915,1.4054402112960815,0.24583236873149872,0.03764640912413597,0.008693101815879345,0.006096194498240948,0.0063644410111010075,2.881825275835581e-05,-0.049897514283657074,0.10581991821527481,0.8382844924926758
1629270352.0794358,49,0.5063372254371643,0.5067212581634521,0.7367482781410217,0.09970060735940933,1.2963356971740723,0.24542486667633057,0.03489943966269493,0.008628137409687042,0.006096860859543085,0.00636924197897315,1.8161201296607032e-05,-0.03459545969963074,0.10297220945358276,0.8396472930908203
1629270354.0214565,50,0.5062182545661926,0.5071139931678772,0.7321803569793701,0.09708171337842941,1.1429778337478638,0.24564921855926514,0.031028514727950096,0.008568272925913334,0.006097675301134586,0.006367710418999195,3.2455569453304633e-05,-0.027856826782226562,0.10247030109167099,0.8239873051643372
1629270354.6562026,51,0.5064624547958374,0.507307231426239,0.7266777157783508,0.09488572925329208,0.8626226782798767,0.24572966992855072,0.023975223302841187,0.00851538497954607,0.006098510231822729,0.0063649448566138744,3.602769356803037e-05,0.015437977388501167,0.10835864394903183,0.8660837411880493
1629270356.7128696,52,0.506152868270874,0.505362868309021,0.7218294143676758,0.09346010535955429,0.8116575479507446,0.24575693905353546,0.022639485076069832,0.008480426855385303,0.006099335383623838,0.0063633061945438385,1.6810037777759135e-05,0.0136397210881114,0.10458891838788986,0.8467084169387817
1629270357.560637,53,0.5064648389816284,0.5067670941352844,0.7175220847129822,0.09213381260633469,0.7664514780044556,0.24565258622169495,0.021485840901732445,0.008444659411907196,0.006100106984376907,0.006368071772158146,2.3913607947179116e-05,0.020691199228167534,0.10973801463842392,0.8527166247367859
1629270358.2753093,54,0.5059471130371094,0.5064842104911804,0.7142206430435181,0.09187004715204239,0.5674509406089783,0.24550600349903107,0.016472971066832542,0.008434401825070381,0.006100946106016636,0.006366439163684845,4.081767474417575e-05,0.009214085526764393,0.10652592033147812,0.8359146118164062
1629270359.6892962,55,0.5065366625785828,0.5064033269882202,0.7107544541358948,0.09113185852766037,0.5071328282356262,0.24572527408599854,0.014981954358518124,0.008421428501605988,0.006101951003074646,0.006368322763592005,2.876698817999568e-05,0.012104607187211514,0.10735752433538437,0.8416356444358826
1629270360.9146464,56,0.5064871907234192,0.5064629316329956,0.7073609232902527,0.08988912403583527,0.5071110129356384,0.24554260075092316,0.014916837215423584,0.00838579423725605,0.006103057414293289,0.006370441056787968,5.933232841925928e-06,0.02035588026046753,0.10649695247411728,0.8531368374824524
